Country,Unique.Line.ID,Comment
Brazil,BZC487.1,"The equipment uses the technology, which is fast and precise in providing results. "
USA,J16US11289-9.1,Good product and a good support Image could be a little bit better
India,INF084.3,We have Ultrasound machine fro Philips. Its Image resolution is excellent ad helps in faster diagnosis. Its technology can be upgraded.  
UK,J16UK10373-9.2,Good quality and reliable USS machine 
China,CND0236.1,The interface is easy and convenient to use. The sensitivity is good. The anti-interference is OK. The price is not cheap. We don't call the after-sales service if we can solve the problems by ourselves. The price for repairment is too high and we can't afford it.  
Japan,J16JP10025-2.1,"For its installation price, it offers excellent performance. It is cost effective. Its performance is not bad. There is no big problem in particular but we don't have high expectations for its special functions."
Japan,J16JP11672-25.1,Image quality is good and I don't think there are any particular problems. Nothing in particular comes to mind.
Germany,J16DE10689-26.2,"Since I have had good experiences with them, I can also recommend them to others. "
Japan,J16JP12213-1.1,"They respond promptly. Image processing is convenient (reference, etc.). I have the impression that the equipment breaks down a lot."
Japan,J16JP12108-5.2,We wanted a flat panel C-arm and I thought this was the best product at the time we purchased it. 0
Japan,J16JP10283-9.1,It is compact and easy to use. It takes a long time to conduct maintenance.
Brazil,BZC257.1,Developed better customer satisfaction scores and we are enabled to better serve 
China,CNE0731.1,Will recommend as I think Siemens is quite good. They are very credible and keep to their promises and are always happy to solve any problems we have. They are very proactive and friendly. 
China,CNE0371.1,"We are not familiar with this product. Hope they can have more contact and communication with the clinical staff. In this way we can satisfy the clinical x needs. Hope can buy the products that are relatively good. If can't pass, it is fine. "
USA,J16US11475-6.1,newwer sequences nothing really bad to say
China,CNB0176.1,"The quality is not bad and is durable. There is rarely any failure. But it is an old machine so is slow to start. It sometimes gives error message after POST but does not affect the use of it. Compare to the quality of other brands, this is average. "
Japan,J16JP10278-9.1,It provides extremely useful images for delicate procedures such as indwelling catheter and nerve blocks. 0
Germany,J16DE10596-15.2,"Good performance, good support, good price. None."
Brazil,BZB25.3,"amazing product, all good, I'm going to give it a definite 9 and definitely recommend to my colleagues "
UK,J16UK10179-8.2,Cutting edge echo software. Not upgradable. Need multi use machine in our environment.
India,ING00255.2,fewer keystrokes are need and the image quality is great and we did not noticed any issues with the output 
China,CNE0376.4,Good value for money. Clear image. Very easy and convenient to use. Satisfactory after-sales service. It creates great benefits for our hospital and our department. No bad user experience so far.  
Germany,J16DE12073-15.1,"Reliable, works well. Customer service could be faster."
UK,J16UK11542-16.1,Reliable products. Easy to use 
India,INE268.1,The devices maximize performance while minimizing the space required for installation. 
Japan,J16JP11711-4.1,Cost performance is good. The support service is good. Images are good. 0
UK,J16UK10011-6.2,Good brand. Expensive and difficult to use.
India,INA0005.1,because we are getting positive results by the equipments . they provide complete resolution for our queries. 
China,CND0347.1,The quality is very good. The product is durable. It doesn't encounter problems often during normal usage. It is easy to operate and the images are very clear. 
USA,J16US12788-9.1,"Rapid boot, multiple probes, easiy to navigate, easy to teach issues with uploading our captured images to the hospital PACS system"
USA,J16US15586-16.1,good product software needs work
UK,J16UK12065-1.1,Easy to use equipment. Support are very helpful and take care. My colleagues highly recommend it. 
Brazil,BZB3.2,"Good CT machine, it has good quality images and users without problems. We are looking for other models, as well as to follow the technology "
USA,J16US15866-1.1,User friendly  Cost effective  Many protocols Sometimes picture quality is not the best
India,INE240.2,This machine offers incredible value for the price. 
China,CNB0140.4,"The service is average. Among MRI brands, GE has its own MRI application institute which allows people to go there and learn about GE's new technology. If there is technology that you have not mastered or doesn't exist in the hospital, you can go to the GE application institute to learn about the technology of other hospitals. There is a platform for technology extension. The image quality is really good, and the failure rate is not high. The after-sales service is good; if there is a problem, the staff can solve this problem in a timely manner. Once, the GE was broken and needed parts changed. The part had to be delivered from a foreign country. The part arrived at 11:00 at night, and the engineer came to install it at 12:00. It was fixed on the same night, and could be used the following day. In comparison, Philips is not that good. "
Brazil,BZC471.2, clinical results can be improvised. 
China,CNE0665.2,The product performance is reliable. The failure rate of this product is way lower than that of the domestic products. The service flow is reasonable. The price is a bit high. The product line is complete and the regular revisiting service is yet to be improved.  
UK,J16UK10292-9.1,Commonly found products. Easy to use. Good value. Poor battery life. Stand is cumbersome.
USA,J16US14451-8.2,have  not used recently have not used recently
India,INA0077.3,sequence & image quantity is very well and suits our requirement 
USA,J16US14051-4.1,Image quality and radiation dose are on par with other vendors.  Uptime is also excellent.  Pricing was better than their peers.  Service has been better than any other vendor. No negatives for Toshiba CTs.
Japan,J16JP11234-5.1,"Usability is good and so is image quality. There is no maintenance service nearby, so it takes time for them to respond when the equipment breaks down."
China,CNA0051.2,"images are beautiful with good quality.It comes with failure prompt. The images are displayed immediately after being taken, so time is saved for patients. "
India,INE303.1,Resolution of picture produced by the imaging device is exceptional and there is timely delivery of products and services. 
Germany,J16DE10486-25.1,"Good service, innovative technology. Price."
UK,J16UK11675-9.2,"Long standing history in the market so, innovative. None."
Brazil,BZB23.2,"I'll give you a 8 for the recommendation, no problem. Especially for its features, technology. Update of features that makes it easy to use and easier to handle "
USA,J16US14213-5.2,Cumbersome and cumbersome Non intuative and no intuative
UK,J16UK10608-9.1,"Good image quality reliable, good customer care Expensive"
China,CNC0083.1,"Philips ultrasonic product has excellent 2D image quality and super wide frequency color blood stream imaging, which is always the gold standard of the industry, and enjoys a great reputation. it can even clearly display lung vein blood stream of patients whose imaging are most difficult. good lighting and effect, high satisfaction rate "
Germany,J16DE10287-1.1,"Good radiation reduction, good ergonomics, reliable support. Price"
China,CNB0171.2,"there's a lot of minor failures with software and it often gets frozen, which is very frequent. after-sales services are proactive but there will be new problems every time after they fix it, which is really affecting our daily work. images are quite clear. "
USA,J16US13880-8.1,Great image quality. Product affordable. Support always available Machine can be smaller and more maneuverable
Germany,J16DE10213-5.1,"High image quality, flexible storage media, ease of use. Repair assumption sometimes difficult, changing field staff, frequent changes of contact persons."
USA,J16US10492-6.2,nothing special I don't trust them
Germany,J16DE13485-1.1,Relatively good image quality We could not reach the service 
USA,J16US14807-6.2,none at all exists easy to use compared to others
China,CNC0003.4,"images are very clear especially when conducting cervical vertebra fixing, which is helpful for accurately conducting the operation. "
USA,J16US14051-4.2,"I have not used a Philips scanner in a number of years, so I cannot discuss positives and negatives with any authority. You do not hear much about evolving technology from Philips."
Germany,J16DE12716-15.2,"Good price/performance ratio, good service, good integration with the previous system, good interconnectivity. None."
Germany,J16DE10493-25.1,"Very good service, renowned brand. None."
China,CNE0228.2,"The instrument has great functionalities. The images are good. The radiation is low. The operation is easy and convenient. The operation procedures are complete. In everyday use, if there are difficult problem, they can provide remote technical guidance.  "
UK,J16UK10359-6.2,Use as patient monitoring during GA MRI rather than actual MRI machine. Functions very well Alarms can be overly sensitive and irritating at times
India,INA0062.1,"clarity in the image & fast speed, spare are costly and sometimes out of stock "
Japan,J16JP10144-4.1,"Their equipment is inexpensive to purchase, and their support system is reliable. None.0"
France,J16FR10144-16.1,"High performing device, easy to use, good quality price, quality after sales service.  No global offer, innovations"
Germany,J16DE12655-15.2,This device was discontinued awhile ago. It's not possible to compare it to current equipment. None.
Germany,J16DE12404-4.1,The price-performance ratio is above average. Delayed response to changes
Japan,J16JP10637-2.1,"Simple throughput. Workstation (3D). Exposure reduction. Service response. Remasking is bothersome. Their maintenance service is expensive. It is hit or miss, even with the same model."
Japan,J16JP20045-4.1,0 Because different facilities install systems that are efficient in different ways.
Germany,J16DE11829-1.1,"Easy handling, upgradable Service flexibility (for example, on weekends) could be better."
China,CND0265.2,The image resolution is high and the performance is stable. The locating capability is good. There is almost no displacement. The quality of the software and the hardware are both good. 
USA,J16US16169-1.2,I would very similar to answer form the previous vendor same as previous also
China,CNE0370.4,Siemens after-sales service is good. The staff often revisit us. The maintenance staff provide onsite service. Once the tube was broken. We gave them a call. The maintenance staff came soon and fixed it in no time.  
USA,J16US15224-2.1,advanced tech allows the use of new techniques and expands capabilities lacks durability repairs take a long time
Germany,J16DE11511-3.2,None No Philips CT available
USA,J16US10030-5.2,easy to use. samller than others clarity of image
China,CND0488.1,Currently there hasn't been any accident due to risk. The software of the instrument is quite stable and does not give out too much heat. But the scan electrode does not last long and sometimes the graphs can not be saved in the software. We don't know the reasons.  
USA,J16US10370-26.1,unsure what to say just good nothing bad to say just good
USA,J16US15944-5.2,Similar in design to other machines such as ones from Philips. Not as user friendly. Buttons are located in awkward places
Brazil,BZA0005.1,"Siemens is the brand of confidence and safety in the segment of MRI machines, also the assistance is good. "
Germany,J16DE11501-4.1,The image quality is very good and the support good. Very expensive. 
China,CNB0058.2,"quality is great, there's hardly any failure, performance is stable and the image resolution is good, the after-sales service is pretty good. It makes a bit of noise, but that does not affect operation.  "
UK,J16UK10088-9.1,"Easy to use, good software, quality and performance. None."
USA,J16US16120-6.2,In prior experience the image quality was not as good as GE In prior experience the image quality was not as good as GE
India,IND0010.2,it is one stop workstation for the complete examination of patient 
France,J16FR10260-16.1,"Quality of the machine quality of the follow up, quality of the user training. "
UK,J16UK11613-16.1,Good image quality Wired connection to PACS
UK,J16UK10126-6.1,Reliable. Excellet service. Not aware of serious issues.
Japan,J16JP10951-4.1,It is possible to select the number of detector rows. I like the fact that it is possible to scan a 16 cm range in a single rotation. 0
China,CNE0722.2,It can be used for long time and lasts long and is not easy to break which saves cost. It is very efficient and productive and is light and very easy to use. 
India,ING00116.1,The ratio of getting failure is very low. Hence the total up time increases 
France,J16FR10134-8.2,"Solid, reliable, reproductive. Mediocre ergonomics"
India,INE061.1,The fast processing technology of the equipment offers highly efficient patient care environmemnt. 
China,CNE0334.2,We have been using the radiography machine for four or five years. There are few problems. The images are very clear. I think this brand is trustworthy and is very beneficial to everybody. 
Brazil,BZC434.1,Products help to make decisions based on real-time results. 
USA,J16US17324-25.2,Easy to set up Poor image quality/resolution and does not integrate with our data collection and reporting system
USA,J16US16522-2.2,They had very good and reliable equipment that served our needs well. The service record we experienced was a little spotty.
USA,J16US16637-2.2,IMAGE QUALITY IS VERY GOOD SO FAR RELIABLE SOME ISSUES WITH EASE OF USE
India,IND0041.3,it provides fast and fully automated measurements. 
USA,J16US15034-26.2,"good images, fast scanners lousy service, hard to get things fixed"
Germany,J16DE10508-9.2,"Good image quality, handy. "
USA,J16US10458-4.1,Works seamlessly with our processing software Somewhat expensvie
USA,J16US15228-5.2,Excellent support on the equipment and down time. nothing
Japan,J16JP11184-6.2,The user interface is excellent and it is easy to use. My impression is that one gets used to it quickly. It sometimes breaks down.
UK,J16UK12101-6.2,I see images from this system less frequently as it is at a satellite hospital. Few problems 
USA,J16US10656-9.2,"Cheap Small screen, poor image quality"
China,CNA0090.1,It comes with smart short cut keys. the machine cools well so can be used continuously for long hours.The machine runs stably. 
UK,J16UK10174-1.2,Excellent equipment and service. None.
Brazil,BZA0049.1,This product consumes less time to perform a test with the best image quality and make it good enough to detect a disease instead of drugs. 
UK,J16UK10322-9.1,"Very good user interface, easy to use, reliable, good value for money. Not ideal for professional radiographers due to limited functions."
UK,J16UK10156-9.1,"Good image quality, look good, better than the previous Micromax.  None."
USA,J16US14191-6.2,"good images, good support no real negative comment"
Japan,J16JP10656-1.1,"The stability of the equipment (it rarely breaks down), and their quick response to the failures and problems. Expensive."
USA,J16US15445-1.2,"Digital subtraction mode was decent, good software and measurement tools Mediocre image quality, higher rate of breakdown with slower repairs, poor ergonomics"
India,INE073.3,The machine is versatile in its capabilities. It is suitable for multiple applications. Has helped to improve the workflow tremendously. 
India,IND0079.2,"they provide satisfactory results , there are no as such technical issues comparable to other brands. the visuals produced by the machine are of satisfactory quality. "
China,CNE0620.1,"Price is reasonable and technology is advanced, it's very easy to get used to and operated, after-sales services are complete and professional training and guidance can be provided, for example, they will come for on site visit regularly and guide us and communicate with latest updates. "
Germany,J16DE10552-25.1,Most experience. Costly.
China,CND0208.3,The technology is very well-thought. It is very responsive and is very comfortable to use. It's also very durable. The imaging process is fast and the probe penetrating is strong and powerful.  
China,CND0566.1,The images are clear and it is quite easy to use. It is very stable and won't have problems often. 
USA,J16US16078-3.1,Best reliability None that I can think off
UK,J16UK12002-25.1,High quality images Cumbersome in setting up
USA,J16US10320-9.2,Good reliable product Very expensive
Brazil,BZA0028.1,"It has wide frequency range, but is limited in versatility. The image quality is better than average. "
Japan,J16JP11798-2.1,The repair response and the quality of the service engineers was good. Repair parts are expensive and repairs are often costly.
USA,J16US16219-16.2,We do not use this currently. We had mechanical issues occasionally in the past. Nkne
China,CND0558.2,"The images are detailed, the scanning is fast, and the operation is smooth. It doesn't encounter problems easily during normal usage. The performance is stable and the hardware running is consistent.  "
Brazil,BZC00015.2,"The machine is very good in terms of diagnosis, however, they consume a lot of energy. "
China,CNE0201.1,"Philips and HP, those two brands we use a lot. Many hospitals are using them. The reason we chose Siemens is because our supervisors recommend it to us and it is not good to refuse it. At that time, we also contacted the Philips sales. I am not familiar with the two brands Dixtal/Respironics. "
France,J16FR11618-9.2,I find that the commitment is very strong for. 
Germany,J16DE12627-2.1,Good image and handling Malfunctions. Bad collision control. 
Japan,J16JP11279-6.1,"The 3T MRI image quality is very good and this has improved our diagnostic capability. Sometimes it is not possible to obtain images from 3T scanner that are useful for diagnosis in cardiac examinations, and particularly in the evaluation of the coronary artery."
India,INE308.3,The product is of advanced technology but their sales engineers are not trained properly. 
USA,J16US12566-6.2,Have no recent experience Have no recent experience
Japan,J16JP12055-2.1,It provides image quality that is consistently highly rated by neurosurgeons. Maintenance is expensive and the equipment is difficult to maintain.
Germany,J16DE11996-6.2,"Very good image quality, very good performance. Repair"
Brazil,BZC716.3,"The machine has high productivity, and provides accurate results. This purchase has proven to be a good investment of money. "
India,ING0068.3,EXCELLENT RESULT AND QUALITY OF BRAND MACHINE WITH LOW MAINTANANCE AND Service support. MACHINE IS EASY TO USE  
India,INE558.3,It is easy to use and is very efficient system. It has highly efficient user interface with table controls that can load high volume of patients. It commits to provide radiation protection to patient's and staff in X-ray environment. 
USA,J16US15349-3.1,It costs less than the others and is about as good not as good as others but the price is a consideration
Germany,J16DE11031-9.2,"Easy to use, clear. None."
USA,J16US10093-9.1,"very easy to use, and there is quick service if needed none"
India,ING00229.3,satisfactory dose experience did not face any problem so for..the overall product quality has surpass our expectation 
USA,J16US15977-3.2,Good dependable work horse scanner Getting to the point we nned a higher upgrade for cardiac studies
Japan,J16JP10790-8.2,"It is better than other brands in terms of image quality. In terms of the size, finding space to store it can be difficult."
Japan,J16JP11405-9.1,Image quality is good and it is well established as standard equipment.After-sales service is good. They provide training opportunities. 0
UK,J16UK10322-9.2,"Professional, good quality machine, good image quality, many advanced features. More complex to use, more difficult to clean."
UK,J16UK10126-9.1,Reliable machine. Good service. Not aware of serious issues.
USA,J16US10250-15.1,customer service contract cost is too high
USA,J16US16933-4.1,Overall image quality very good. Easy for techs to use system because many units deployed across practice so less training involved. 
China,CNE0417.3,"Philips is an old brand and there are a lot of people using their machines whether in each departments in hospital or at our own homes, their products are indeed great and the brand is a reliable, good brand, I love owning a product of this brand. "
Germany,J16DE11096-15.1,"Good images, good usability. None."
Germany,J16DE10370-27.1,The device runs for a long time without problems. 
Japan,J16JP11975-1.1,The image quality and operability are good for the price (the equipment suits Japanese people? ) They also can provide a prompt maintenance response. Nothing in particular.
USA,J16US15161-1.1,"smooth workflow, the easy to interprent the results, and less costly. NONE"
India,ING0015.1,Its brand images is better due to its quality products. They provide the best quality Service supports with good equipments .  
USA,J16US16646-6.2,"Always consistent technology, innovative products. Great service, positive GE employees none"
USA,J16US11343-4.1,Very reliable some low dose exams should have better image quality
Germany,J16DE13439-1.1,"Very good quality of imaging, including the screen, good service, it is always possible to speak with an employee, dosage reduction programs contained in the software, expandable techniques, for example, for EPU. "
Germany,J16DE10802-4.1,Price/performance ratio the best Bad customer service
Germany,J16DE11915-15.1,"Good image quality, simple to use, good data transmission. None."
India,INE214.2,This machine has high end features to enhance clinical performance. 
USA,J16US13898-5.2,the c arm has a good picture the locking mechanism on the c arm not reliable.
USA,J16US12209-9.1,the product is dependable has been in business for years none
UK,J16UK10388-8.1,"Great quality, reliability Needs better support network"
Japan,J16JP12280-2.1,The equipment incorporates innovative technology. Exposure reduction technology and management of individual exposure doses. Reliable maintenance. 0
India,INF207.1,CT machine from Philips is having high efficiency and Performance. Its image clarity is of high order. Their team also give us fast service. 
China,CNE0715.2,When the machine has failure the after sales service was not able to come onsite to repair. It sometimes takes 48 hours after notifying the manufacturer to have someone. There was a patient who had tummy aches. The doctor was not diagnose at the time. He wanted to perform a CT scan but the CT machine had failure at the time so we were not able to understand the diagnostic conditions. We notified the manufacturer who were not able to come to the site to repair. 
China,CNC0110.3,"it's widely used clinically, also cost effective. It's convenient to use with high accuracy, and the evaluation is good. "
China,CNE0141.4,"Siemens 64-slice CT, conducts fast and clear imaging, reduces examination time, and has HD graphics for clinical diagnosis as well as reduces the rate of misdiagnosis. It needs the help of 64-slice CT. "
Germany,J16DE11100-4.1,"It is made in Germany, good quality and it has a long lifespan. "
UK,J16UK11489-9.2,Good resolution of soft tissues 
China,CNE0399.4,"The brand is great as we use in our hospital, it's handy to use and the clarity, performance stability and technical support are all satisfying. It can even satisfy some of the special requirements occasionally. "
Germany,J16DE10371-9.2,Simple operation. Expensive additional functions
UK,J16UK10153-8.1,"They stand for innovation, quality of products and support offered. I do not have any significant negative comment to make."
India,INF011.1,We are using Siemens CT machine which is excellent in delivering high end clinical outputs. Image quality is very good and clarity of the images are excellent.  
UK,J16UK11188-9.1,"Excellent machines, that are easily portable, excellent views in all situations I use them Not the greatest looking machine, but I can live with this"
Brazil,BZB68.1,"Great features, the technology is better and the cost is also not too expensive "
USA,J16US16257-6.1,"good services, and excellent customer services none"
USA,J16US13023-4.1,good images. easy to use. good bells and whistles support can sometimes be lacking from prior experience.
China,CNE0651.1,"Brand is trustworthy and technology is reliable. Product promotion is based on clinical needs. Necessary improvements are provided based on clinical needs and follow up maintenance is satisfying. Later maintenance replacement team has technical support guaranteed, but cost is a bit expensive. "
India,INF241.1,Philips Ultrasound machine is excellent in scanning the cardiac issues. It provides best output. Service is to be improved with quick action and expert team. 
UK,J16UK11075-8.1,User friendly Suboptimal customer service support
India,INA0029.3,they are very active on providing quality services and they are committed to provide ultimate services with satisfactory resolution. 
France,J16FR11078-1.2,Reliability. Quality. Reproducibility.  Efficiencys. High cost
China,CNE0239.4,"The usage is simple and easy to learn. That's why I rate it like this! I recommend it to others. For example, it is easy for beginners to learn. That's why I recommend it to others.  "
Japan,J16JP10656-2.2,"Image quality is good. The price is high, the equipment is somewhat large, and the exposure dose is high. It is not great in terms of intuitive operation."
China,CND0512.1,"After being used for a long time, the probe attenuates quite seriously. The color blood flow is also not good. The images of the overweight patients will not be very clear.  "
UK,J16UK12028-1.1,Good radiation safety Good value Good support Would like integrated monitoring and PACS
China,CND0240.3,The instrument is quite old and it is not as easy as operating a new one. The speed will become slow. The quality is reliable. We have been using it for many years and usually it doesn't break down.  
Brazil,BZA0009.1,"The product is very efficient, but the machine should be made at low cost. "
Japan,J16JP10849-3.1,"The price is low and the product quality is good. Response is fast. They respond quickly for repairs, etc. 0"
China,CNB0203.3,"It is quite convenient to use and keyboard has a simple design. Quality is good, and the equipment is very durable. The images are clear and of good quality. "
Germany,J16DE10479-3.1,"Very reliable, simple to operate. Expensive."
USA,J16US15349-3.2,priceworthy and images are as good as other companies down time is becoming an issue
Japan,J16JP12346-5.1,It has become possible to perform imaging efficiently in the operating room with simple operation. 0
UK,J16UK10088-4.1,"Good products quality, performance, easy to use. None."
China,CNE0659.1,"We are a hospital serving the county, the town and the community. The price of Mindray products is affordable. For example, the price of the probe is 2/3 of the price of the imported one.  2, There are many service sites which provide timely service; 3, The maintenance fee is low.  "
USA,J16US15893-1.2,Fast services and integrate well with our systems. Somewhat older technologies compared with others.
UK,J16UK11512-9.1,"Small device, fast startup time. Current model has a stylus which lacks intuitiveness and is clunky.  Battery life poor."
USA,J16US16064-15.2,"Same as for Siemens, low dose, reliable equipment, good image quality, service good none"
Japan,J16JP12318-2.2,"0 It does not operate stably. The response to failures is poor, and the problems are not resolved."
USA,J16US16636-5.2,no specific recollections since not suing currently no specific recollections since not suing currently
USA,J16US12988-27.2,none had problems with durability
UK,J16UK11986-6.2,Previous use of product but no involvement in purchase. 
Japan,J16JP10570-25.1,There is a good variety of intravascular imaging devices. The manufacturer is very reliable. Images are clear. 0
Japan,J16JP10479-8.1,"The resolution is good, and the image analysis is fast. It is simple to use. It is compatible with the monitors in the operating rooms. 0"
Japan,J16JP10250-9.1,"Because I am used to using it, it would be one of the first choices.  The support system is what's important. 0"
USA,J16US15779-16.1,"Reliable, seamless integration Downtime / repair needs"
Japan,J16JP12513-25.1,Images are clearer than other brands. Ease of use is about the same as other brands. It does not break down much. 0
Germany,J16DE11805-26.1,"Very good image quality, innovative technology, good service. None."
India,INA0056.1,we are satisfied with the brand performance and the after sales support services provided by them 
Japan,J16JP12223-25.1,The catheter has good crossability and I find it very useful for PCI. 0
UK,J16UK11581-8.2,"Good machines, catching up on 3D, the best in tissue imaging Service slow and not reliable"
USA,J16US17062-6.1,great repair history costly but probably par
China,CNE0571.1,"BrightView SPECT systematic innovative technology allows the probe to stay closer to the patients, which can help to obtain excellent image resolutions. No matter for infant or tall patients, or those postures which is hard to be taken photo of, this system can provide you with excellent image quality. "
USA,J16US10563-9.1,size portability durability making adjustments in exam type etc is clunky
Germany,J16DE12895-15.1,"Solid technology, good PACS integration. None."
USA,J16US10168-6.1,The same as before.  they have quality products that are dependable none
Germany,J16DE12961-2.1,The equipment fits perfectly in with the existing equipment and it is intuitive to handle. Frequent downtimes
India,INE528.2,Innova is a very robust model from GE healthcare with image guided systems which provide high image quality. 
Germany,J16DE12659-8.1,"Very versatile, good image quality, easy to use. Very large, somewhat bulky."
Japan,J16JP11742-3.1,They have a lot of sales offices. There is probably more of their equipment than any other brand. 0
France,J16FR11271-9.1,"Excellent quality, very good software and image processing. GE devices are still quit expensive"
India,INA0087.3,"accuracy of report, repeat cardiac triggered dti "
Brazil,BZC723.2,"It gives a superior image quality and fast, with confident diagnostic decisions. "
India,INE055.2,The scanner is efficient in performing quick scans efficiently with high level of patient comfort. 
Brazil,BZA00123.1,The device that we're using offers only a 2.7 x improvement in detection of low-contrast and we are not satisfied with the services they provide. 
Japan,J16JP12562-24.1,"The price is low and maintenance fees are also lower than foreign companies. They are a Japanese manufacturer, so purchasing their products contribute to the national economy. 0"
UK,J16UK10042-9.1,"Easy to use. Very willing to loan equipment for training days which allows us to use, trial and get familiar with its capabilities. Good selection of probes to maximise use of equipment. Image quality can be improved."
Brazil,BZC0147.3,We are having a great experience using this machine. 
Japan,J16JP11793-1.1,So far we have not had any serious problem with it. Cost performance is good. The equipment is not specialized for the cardiovascular field.
USA,J16US16034-2.1,"Great image quality, best table side controls, great ergonomics Cost"
China,CNE0567.1,"For example, if the patient is not economically well-off and has to sell a house for treatment?lowering the cost and easing tension would become top priority. We can witness the benefits of technological innovation. "
UK,J16UK12265-25.2,I have less experience with Terumo but I am aware of its values 
India,INE629.1,The machine is easy to handle and gives flexibility when dealing with patients of different body types and criticality. 
India,ING00113.1,Company person are good to deal with  and Siemens is very trustworthy brand . 
UK,J16UK10053-1.1,Easy to use. Tailor apps to clinical need. Supportive with developing new imaging techniques. Apps costs.
Brazil,BZA0053.1,It is not user friendly and it's difficult to operate. 
France,J16FR11041-9.1,"Easy to handle equipment, with good image quality, easy to use at a reasonable price. "
France,J16FR11156-9.1,"Good device, cutting edge technique, reliability. Price"
China,CNE0436.3,"I feel that the device is able to take images for the relevant parts very clearly, with a good view to child's service conditions, so it's a relatively good machine, it can catch a good view for all parts of the joint, such as the joint cavity and joint socket "
France,J16FR10682-9.1,Ease and reliability and quality 
USA,J16US16887-2.2,grt cost svc not grt ease of use
Germany,J16DE10219-1.2,"Very reliable, good handling, high-end equipment Relatively expensive"
India,INE220.1,This is color ultrasound system with 4D imaging. 
France,J16FR11521-9.1,Easy to use and intuitive 
China,CND0172.1,It is not very convenient to operate the image programs. The image quality is not very clear. It is convenient to use.  
France,J16FR11637-16.1,Image quality and IT system stability. Not much contact after the sale for training activities.
Japan,J16JP10873-6.1,I do not have any complaint about images. Radiologists do not rate it very highly. It seems that the usability of the Siemens equipment is better.
Germany,J16DE12066-6.2,We do not have any at this time. 
Germany,J16DE10361-8.1,For years has provided the most advanced devices and complex solutions. 
USA,J16US10575-9.2,"Great product, dependable No issues with the us"
France,J16FR11354-9.1,"Device is simple to use and polyvalent, extension possible. Sometimes certain settings are hard to achieve."
Japan,J16JP10544-4.1,They develop equipment which conducts a fast and accurate imaging diagnosis. It is also easy to use and difficult to break. 0
China,CNE0476.2,"Diagnosis of myocardial ischemia. Can assess the extent of coronary artery disease and classify the risk of coronary heart disease; can assess changes in myocardial blood flow and collateral circulation function caused by coronary artery stenosis, and evaluate myocardial cell viability; can observe the prognostic evaluation of and curative efficacy for myocardial infarction; can observe the improvement of myocardial ischemia after bypass surgery and intervention treatment. Myocardial infarction diagnosis, myocardial infarction with the diagnosis of ischemia, determining myocardial cell survival condition. Cardiomyopathy and aneurysm identification and diagnosis. "
USA,J16US16210-6.1,"Working to improve technology, does seem sincere Working to improve tecstill not as user-friendly as general electric. Still not as good image of"
UK,J16UK11788-9.2,It has Good quality image Can not match with GE quality Didnt find user friendly
USA,J16US15107-1.2,Cheaper. Good support from representative Not user friendly
USA,J16US14861-8.2,"TO me, how easy is to teach operation of the machine So far, we haven't had negative experience with the machine nor the vendor"
UK,J16UK11609-9.1,Good image quality and easy to use Bulky equipment
USA,J16US17087-26.1,good service and good durability of products none
India,INF177.1,GE Ultrasound machine comes with high quality display. The images are of high resolution. We are happy with their service since they attended the problems immediately. 
USA,J16US15974-26.1,"Good image quality, easy to use "
USA,J16US17336-4.1,they have excellent products and services no negative comment  all good experience
India,ING0059.1,very clear image and help us in easily diagnosing the disease 
USA,J16US14390-5.1,"Durable, good image quality Bulky, difficulty to maneuver at times"
UK,J16UK10082-8.1,Good probes and user friendly interface. Equipment is not as good as ie33. Excelera breaks downs occasionally when retrieving images.
India,INE111.1,"The device has excellent contrasting, lower artifacts and helps to achieve better real time imaging quality. "
China,CND0277.3,The image quality is very good and they can be read very easily. It is very easy to operate and is user-friendly. 
Japan,J16JP10785-3.1,It is pretty easy to use. I do not feel that it is inferior to other brands in terms of image processing either. 0
China,CND0551.1,The stability and durability of the instrument are good. All the main components are durable. It is very good value for money and it is convenient to use. 
India,ING0034.3,their machines are very easy to use and operate and very clear image 
UK,J16UK10019-4.1,Good support from engineers and product reps. I have lots of experience in the equipment. Software not tolerant of rate change during Cardiac CT.
Japan,J16JP12295-24.1,"They provide a proactive maintenance and management service, and they respond promptly and conscientiously. There is not a very good range of software."
India,INA0079.1,"low price of maintenance, effective image quality with clarity "
France,J16FR11475-3.1,Best value for money Poor commercialism
China,CND0477.1,The interface is quite simple and it looks good and have good performance. Imaging is fast and the after-sales service is good and they can come and fix the problems quickly. Failure rate is a bit high.  
China,CNB0094.2,The failure rate is low and it is easy to operate. There aren't many small issues during daily use. The image quality is fine and it is very responsive. And there are not many big problems and it hasn't be repaired much. We haven't used after-sales much at all because the failure rate is low. 
USA,J16US15228-4.2,Overall the equipment is reliable and trustworthy with excellent support. There is nothing negative to say about Philips and it is a preferred vendor.
Germany,J16DE12618-8.1,"Incomparable image quality through zone focusing, unbelievably compact, never a malfunction, ultra-fast boot times, good battery. Difficult data transmission, bad keypad, body signs could be easier to access, menus take getting used to."
UK,J16UK10084-16.1,"Machines are always very durable, worked well, good user interface. Sales support seemed poor."
China,CNB0167.1,"convenient to operate and images are clear, post-processing functions are good, after-sales services are good without any problems. "
Japan,J16JP12500-6.1,Image quality is very good. Operability is good too. It is expensive. I would like it to be a bit cheaper. I have the impression that the equipment breaks down a lot.
USA,J16US12070-27.1,none they have to fix so many bugs !
